;PPH AGE;PPH NB HEURES PRATIQUE;AC EXPERIENCEmoins d'un an 1 : 1/2 : 1 Ã  2 ans2/4 : 2 Ã  4 ans4 : plus de 4 anscase grisÃ©e : sans objet;AC FREQUEE;AC BREVET VOL VOL LIBRE;AC NIVEAU PROGRESSION VOL LIBRE
2097;32;20;1;4;0;0
2098;40;0;4;4;0;1
2099;30;20;1;3;0;0
2100;34;10;1;3;0;0
2101;16;0;1;4;0;0
2102;35;25;4;4;3;3
2103;44;40;1;2;1;2
2104;62;4;3;2;2;2
2105;44;60;3;2;2;2
2106;41;80;4;3;3;3
2107;54;120;4;3;3;3
2108;55;150;4;2;3;3
2109;37;350;4;2;3;0
2110;25;100;4;3;3;3
2111;50;200;4;3;3;3
2112;55;150;4;2;3;3
2113;37;70;3;3;3;3
2114;36;200;4;3;3;3
2115;61;100;4;4;3;3
2116;54;43;1;2;1;1
2117;59;20;3;2;2;3
2118;36;7;1;3;0;2
2119;51;3;4;4;0;1
2120;41;30;2;3;2;1
2121;45;30;2;4;0;0
2122;49;120;4;2;3;3
2123;47;0;1;4;0;0
2124;27;0;3;4;0;1
2125;53;30;1;3;0;0
2126;44;200;4;4;3;3
2127;48;300;4;3;3;3
2128;43;30;3;3;2;2
2129;32;15;3;4;1;2
2130;72;20;4;4;2;0
2131;55;370;4;3;3;3
2132;69;20;4;4;3;3
2133;57;350;4;3;3;2
2134;48;30;2;4;0;1
2135;19;0;1;3;0;0
2136;45;700;4;3;3;3
2137;32;10;3;4;0;1
2138;61;24;3;4;1;2
2139;58;100;4;3;3;3
2140;41;200;2;4;0;0
2141;58;0;1;4;0;0
2142;39;3;4;4;1;2
2143;46;100;1;4;0;0
2144;62;20;3;2;1;2
2145;48;20;1;3;0;0
2146;63;20;1;3;0;0
2147;57;80;3;2;1;1
2148;58;48;4;2;2;3
2149;36;0;3;4;0;0
2150;51;20;1;4;0;0
2151;44;80;4;3;3;3
2152;40;0;1;4;0;0
2153;72;150;4;3;3;3
2154;64;40;4;4;3;3
2155;47;20;1;4;0;0
2156;37;10;1;3;1;0
2157;40;0;3;3;2;2
2158;43;200;4;2;3;3
2159;52;40;1;2;1;0
2160;32;0;1;4;0;0
2161;70;50;4;2;3;3
2162;43;200;4;3;3;3
2163;53;200;4;3;3;3
2164;65;20;1;4;0;0
2165;49;300;4;3;3;3
2166;64;160;3;4;1;1
2167;59;200;4;3;3;3
2168;58;0;3;4;0;2
2169;27;20;1;4;0;0
2170;51;150;4;3;3;3
2171;59;0;2;4;0;0
2172;38;50;2;4;0;0
2173;53;20;2;3;0;1
2174;32;0;1;3;0;0
2175;52;50;1;4;0;0
2176;41;150;4;3;3;3
2177;70;0;4;4;2;1
2178;21;20;3;4;0;0
2179;55;200;4;3;3;3
2180;65;32;4;2;1;2
2181;42;0;3;4;0;0
2182;73;30;4;2;2;2
2183;40;20;3;4;0;1
2184;52;30;1;4;0;0
2185;59;120;4;3;3;3
2186;35;150;4;3;3;3
2187;53;200;4;3;3;3
2188;61;0;4;4;0;0
2189;55;0;1;4;0;0
2190;59;250;4;3;3;2
2191;31;0;1;4;0;0
2192;55;200;4;3;3;2
2193;44;80;4;2;3;3
2194;26;0;2;4;1;2
2195;65;0;4;4;0;0
2196;47;30;4;2;3;3
2197;43;25;1;4;0;0
2198;50;30;4;4;3;3
2199;42;120;4;3;3;3
2200;53;50;4;4;1;1
2201;36;0;1;4;0;0
2202;56;0;4;2;3;3
2203;36;60;3;3;2;3
2204;44;120;4;3;3;3
2205;35;20;2;4;0;0
2206;42;80;4;3;3;3
2207;55;0;2;4;0;0
2208;34;0;1;4;0;0
2209;47;67;4;3;2;3
2210;40;0;3;4;0;0
2211;48;10;3;4;0;1
2212;34;120;3;2;2;2
2213;51;300;4;3;3;3
2214;53;10;3;2;1;1
2215;40;0;1;4;0;0
2216;73;0;1;3;0;0
2217;35;0;1;4;0;0
2218;48;230;4;3;3;3
2219;45;0;4;3;2;2
2220;45;3;2;3;1;2
2221;40;200;4;3;3;3
2222;40;600;4;3;3;3
2223;47;0;4;4;3;3
2224;29;0;1;3;0;0
2225;37;0;1;2;0;0
2226;64;40;4;2;3;3
2227;19;20;2;3;1;1
2228;50;150;4;3;3;3
2229;64;40;4;2;3;3
2230;40;20;4;3;2;3
2231;62;50;4;2;3;3
2232;43;3;4;2;0;1
2233;41;150;4;3;3;3
2234;39;21;3;3;2;2
2235;67;10;4;4;2;3
2236;51;100;4;2;3;3
2237;39;40;3;2;3;3
2238;51;300;4;3;3;3
2239;47;300;4;3;3;3
2240;41;80;4;3;3;3
2241;55;120;1;3;1;1
2242;53;30;1;3;0;1
2243;39;200;4;3;3;3
2244;41;20;4;3;3;3
2245;57;28;4;2;3;3
2246;40;0;1;3;0;0
2247;36;20;3;4;1;2
2248;44;500;4;2;3;2
2249;30;3;2;4;0;0
2250;44;500;4;3;3;3
2251;49;8;4;2;3;3
2252;42;7;3;3;0;2
2253;62;90;4;3;3;3
2254;35;50;4;2;0;2
2255;45;350;4;3;3;3
2256;57;50;3;3;2;2
2257;56;20;2;2;0;1
2258;27;20;1;3;0;0
2259;55;30;3;2;2;2
2260;46;15;2;2;1;2
2261;57;60;4;2;3;3
2262;65;100;4;2;3;3
2263;63;20;1;3;0;0
2264;57;135;4;3;3;3
2265;30;40;1;2;1;1
2266;52;1600;4;2;3;3
2267;55;0;1;4;0;0
2268;43;175;4;3;3;3
2269;34;40;3;2;1;2
2270;52;0;2;4;0;0
2271;34;200;4;3;3;3
2272;38;20;1;2;0;0
2273;57;20;4;2;3;3
2274;42;50;4;4;1;3
2275;48;100;4;3;3;3
2276;74;10;4;4;0;1
2277;33;500;3;3;3;3
2278;26;20;1;3;0;0
2279;55;500;4;3;3;3
2280;56;0;2;4;0;0
2281;44;30;3;3;2;2
2282;49;0;4;4;1;2
2283;44;20;1;3;0;0
2284;43;300;4;3;3;3
2285;64;250;4;3;3;3
2286;34;40;1;2;0;0
2287;62;3;3;4;0;0
2288;61;60;2;4;0;0
2289;30;600;4;3;3;3
2290;45;40;4;3;3;3
2291;47;200;3;3;3;3
2292;32;20;1;4;0;0
2293;42;300;4;3;3;3
2294;34;110;4;3;3;3
2295;51;30;3;4;1;2
2296;44;0;1;4;0;0
2297;59;1000;4;3;3;3
2298;50;30;4;2;2;2
2299;53;20;1;4;0;0
2300;67;80;4;3;3;3
2301;60;10;4;3;1;2
2302;58;20;1;4;0;0
2303;45;0;1;4;0;0
2304;61;300;4;3;3;3
2305;18;0;1;4;0;0
2306;58;200;4;3;3;3
2307;49;0;1;4;0;0
2308;44;80;4;3;3;3
2309;64;20;3;4;1;2
2310;40;200;4;4;3;3
2311;45;350;4;4;0;2
2312;59;60;4;3;3;3
2313;31;20;1;3;0;0
2314;45;300;4;3;3;3
2315;48;0;3;4;0;0
2316;69;130;4;3;2;3
2317;47;50;4;3;3;3
2318;43;175;4;3;3;3
2319;64;40;4;2;3;3
2320;47;200;4;3;3;3
2321;48;300;4;3;3;3
2322;67;20;1;4;0;0
2323;30;0;2;4;0;0
2324;45;350;4;3;3;3
2325;32;165;1;3;0;0
2326;51;0;1;4;0;0
2327;51;0;1;4;0;0
2328;50;0;1;4;0;0
2329;70;0;4;4;0;1
2330;36;60;4;4;3;3
2331;57;20;1;4;0;0
2332;48;0;1;4;0;0
2333;53;50;2;3;0;2
2334;44;200;4;3;3;3
2335;51;50;4;2;3;3
2336;42;10;3;3;2;2
2337;41;100;4;3;3;3
2338;53;220;4;3;3;3
2339;23;0;1;4;0;0
2340;37;0;1;4;0;0
2341;45;40;4;3;3;3
2342;58;1;2;4;0;0
2343;59;0;1;4;0;0
2344;71;72;4;3;2;3
2345;73;50;3;3;2;2
2346;64;20;1;4;0;0
2347;46;0;1;4;0;0
2348;34;200;4;3;3;3
2349;41;130;4;3;2;3
2350;65;0;1;4;0;0
2351;55;0;1;4;0;0
2352;43;200;4;2;3;3
2353;37;0;1;4;0;0
2354;34;80;4;2;3;3
2355;35;3;1;4;0;0
2356;40;20;2;4;1;1
2357;40;50;2;2;2;2
2358;62;90;4;3;3;3
2359;43;40;4;4;3;3
2360;37;20;1;3;0;0
2361;34;0;2;4;0;0
2362;42;200;4;3;3;3
2363;62;100;4;3;3;3
2364;24;0;1;4;0;0
2365;53;12;4;2;3;3
2366;41;150;4;2;3;3
2367;34;20;1;3;0;0
2368;32;50;4;4;3;3
2369;50;100;4;3;3;3
2370;60;38;4;2;2;3
2371;54;0;4;4;0;1
2372;44;30;1;3;0;0
2373;61;500;4;3;3;0
2374;35;0;1;3;0;0
2375;38;8;3;4;0;1
2376;32;20;1;3;0;0
2377;35;0;1;4;0;0
2378;64;300;4;4;3;0
2379;61;300;4;3;3;3
2380;59;100;4;4;3;3
2381;32;16;4;2;2;2
2382;29;450;4;3;3;3
2383;37;20;1;2;0;0
2384;48;0;1;4;0;0
2385;32;200;4;3;3;3
2386;43;350;4;3;3;3
2387;39;150;4;3;3;3
2388;57;20;1;3;0;0
2389;58;9;1;4;0;0
2390;45;0;4;4;0;0
2391;51;35;4;4;3;3
2392;40;11;3;4;0;0
2393;57;20;4;3;2;2
2394;57;700;4;3;3;3
2395;26;10;2;3;0;0
2396;52;0;2;4;0;1
2397;56;0;4;4;0;1
2398;73;7;2;3;1;1
2399;43;20;1;2;0;0
2400;32;8;1;3;0;0
2401;39;0;1;4;0;0
2402;49;0;1;4;0;1
2403;34;0;1;4;0;0
2404;52;0;2;4;0;0
2405;42;40;3;3;1;1
2406;35;20;1;4;0;0
2407;36;200;4;3;3;3
2408;69;0;1;4;0;0
2409;48;300;4;3;3;3
2410;30;50;2;4;0;0
2411;35;100;3;3;0;0
2412;53;0;1;4;0;0
2413;40;250;4;3;3;3
2414;18;0;1;3;0;0
2415;48;20;2;4;0;0
2416;50;30;3;4;0;1
2417;55;20;1;4;0;0
2418;23;0;4;4;1;1
2419;43;100;1;3;0;0
2420;63;100;4;3;0;2
2421;54;50;4;4;2;2
2422;59;40;2;2;1;0
2423;57;250;4;4;3;3
2424;45;0;1;4;0;0
2425;55;0;4;4;1;2
2426;26;0;1;4;0;0
2427;51;5;3;2;1;1
2428;33;0;1;4;0;0
2429;33;0;1;4;0;0
2430;40;0;3;4;0;1
2431;19;20;1;4;0;0
2432;46;10;4;4;0;0
2433;44;0;2;4;0;1
2434;40;150;4;3;3;3
2435;39;20;1;4;1;1
2436;65;25;4;4;0;0
2437;47;20;1;3;0;0
2438;62;20;1;4;0;0
2439;52;48;1;2;0;0
2440;27;0;1;4;0;0
2441;20;0;1;3;0;0
2442;33;0;1;4;0;0
2443;60;20;2;4;0;1
2444;50;200;4;3;3;3
2445;28;200;1;4;0;0
2446;36;0;1;4;0;0
2447;66;3;1;2;0;0
2448;54;100;1;3;0;0
2449;61;0;4;4;1;1
2450;34;1;1;2;1;0
2451;60;0;3;4;1;0
2452;74;20;4;4;3;3
2453;37;40;2;2;1;1
2454;49;250;4;3;3;3
2455;44;20;3;4;1;1
2456;19;20;2;3;0;0
2457;63;0;1;3;0;0
2458;68;20;1;4;0;0
2459;45;20;1;3;0;0
2460;66;50;3;3;1;1
2461;45;400;4;3;3;3
2462;29;10;2;2;0;1
2463;44;3;2;2;1;1
2464;57;18;3;4;0;1
2465;52;0;1;3;0;0
2466;50;10;2;4;1;1
2467;29;50;3;2;3;0
2468;43;1;2;4;0;1
2469;55;15;4;4;0;0
2470;54;0;1;4;0;0
2471;35;0;1;4;0;0
2472;36;2;2;4;0;0
2473;37;20;3;3;0;0
2474;38;0;1;2;0;0
2475;25;20;1;3;0;0
2476;47;0;1;4;0;0
2477;26;0;2;4;0;0
2478;32;0;1;3;0;0
2479;19;0;1;4;0;0
2480;54;8;1;3;0;0
2481;54;25;2;4;0;1
2482;36;15;3;3;0;1
2483;33;20;1;3;0;0
2484;50;15;3;2;1;2
2485;26;0;1;4;0;0
2486;35;20;1;3;0;0
2487;51;20;1;3;0;0
2488;59;0;1;4;0;0
2489;64;0;1;4;0;0
2490;28;0;1;4;0;0
2491;55;0;4;4;0;0
2492;65;3;1;3;0;0
2493;62;0;1;4;0;0
2494;34;0;1;4;0;0
2495;33;0;2;4;0;0
2496;18;20;1;3;1;1
2497;35;200;4;4;3;3
2498;59;0;1;3;0;0
2499;61;10;4;2;1;1
2500;38;10;1;3;0;0
2501;30;100;3;4;1;2
2502;57;40;4;3;1;2
2503;26;150;4;3;3;3
2504;39;20;1;4;0;0
2505;42;0;1;4;0;0
2506;31;0;3;4;0;1
2507;24;30;2;4;1;0
2508;30;0;4;3;3;3
2509;62;20;1;4;0;0
2510;44;0;1;4;0;0
2511;55;0;1;4;0;0
2512;58;160;4;3;3;3
2513;26;150;4;3;3;3
2514;39;150;4;3;3;3
2515;23;20;1;4;0;0
2516;61;200;4;3;3;3
2517;64;0;1;4;0;0
2518;36;20;1;4;0;0
2519;43;0;1;4;0;0
2520;22;0;1;3;0;0
2521;42;200;4;3;3;3
2522;55;0;1;4;0;0
2523;37;0;1;4;0;0
2524;24;200;4;3;3;3
2525;60;0;1;4;0;0
2526;31;0;3;4;0;1
2527;20;20;1;3;0;0
2528;40;0;2;4;0;1
2529;30;0;1;4;0;0
2530;33;20;2;4;0;1
2531;31;10;1;2;0;0
2532;58;300;4;3;3;3
2533;52;0;1;4;0;0
2534;36;35;3;4;0;0
2535;52;0;3;4;0;0
2536;29;200;4;3;3;0
2537;66;25;1;4;0;0
2538;46;40;1;4;0;1
2539;54;120;4;3;3;3
2540;57;700;4;3;3;3
2541;70;40;3;4;1;0
2542;32;20;3;4;1;2
2543;44;100;2;2;1;2
2544;62;0;4;4;1;0
2545;47;20;1;2;0;0
2546;66;0;2;3;0;2
2547;63;0;1;4;0;0
2548;60;0;1;4;0;0
2549;55;0;1;4;0;0
2550;17;0;1;3;0;0
2551;58;0;1;4;0;0
2552;46;300;4;3;3;3
2553;64;0;1;4;0;0
2554;52;20;1;4;0;0
2555;35;110;4;3;3;3
2556;63;0;4;4;0;1
2557;42;1000;4;3;3;3
2558;49;200;4;3;3;3
2559;54;0;1;4;0;0
2560;55;20;1;4;0;0
2561;25;10;1;3;0;0
2562;48;35;2;4;1;1
2563;29;30;2;3;1;2
2564;52;5;2;4;0;1
2565;60;0;2;4;0;0
2566;62;0;1;3;0;0
2567;47;0;1;4;0;0
2568;19;20;1;4;0;0
2569;31;8;1;4;0;0
2570;54;50;3;2;0;1
2571;46;40;1;2;0;0
2572;44;40;2;2;1;2
2573;43;20;2;3;0;2
2574;18;5;2;4;0;0
2575;65;0;1;4;0;0
2576;36;20;4;4;0;0
2577;28;0;1;4;0;1
2578;57;0;1;4;0;0
2579;26;0;1;3;0;1
2580;26;0;1;4;0;0
2581;43;20;1;3;0;0
2582;49;3;3;3;1;2
2583;50;20;4;4;2;2
2584;28;30;1;4;0;0
2585;62;20;1;4;0;0
2586;51;12;2;2;1;1
2587;66;20;1;4;0;0
2588;53;0;1;4;0;0
2589;41;0;1;4;0;0
2590;20;0;2;4;0;0
2591;33;20;1;3;0;0
2592;32;0;1;4;0;0
2593;47;50;4;3;3;3
2594;41;20;4;2;3;3
2595;28;1;1;4;0;1
2596;52;20;1;4;0;0
2597;18;0;3;4;0;0
2598;48;20;1;2;0;0
2599;64;80;4;4;3;3
2600;60;300;4;3;3;3
2601;22;20;3;4;0;0
2602;35;200;4;4;3;3
2603;50;80;4;4;3;3
2604;52;20;1;4;0;0
2605;41;150;4;3;3;3
2606;64;0;1;4;0;0
2607;51;15;2;4;0;0
2608;32;500;4;3;3;3
2609;32;0;2;4;0;0
2610;32;0;1;4;0;0
2611;26;20;1;4;0;0
2612;62;30;3;4;1;1
2613;41;20;3;2;1;1
2614;27;0;2;4;0;0
2615;40;250;4;3;3;3
2616;52;0;1;4;0;0
2617;48;0;2;4;0;0
2618;32;20;1;3;0;0
2619;69;50;4;4;3;3
2620;47;0;1;4;0;0
2621;41;0;1;4;0;0
2622;46;0;2;4;0;0
2623;55;0;1;4;0;0
2624;31;0;2;3;0;0
2625;55;200;4;3;3;3
2626;41;150;4;3;3;3
2627;18;20;2;4;0;0
2628;49;20;1;4;0;0
2629;49;20;1;3;0;0
2630;18;40;2;4;1;0
2631;52;20;2;4;0;0
2632;45;20;1;4;0;0
2633;28;0;1;4;0;0
2634;51;20;1;4;0;0
2635;34;0;1;4;0;0
2636;53;10;2;3;1;1
2637;43;20;4;4;2;1
2638;50;10;3;4;0;0
2639;50;0;1;4;0;1
2640;49;1;4;4;0;2
2641;45;400;4;3;3;3
2642;24;1;1;4;0;0
2643;32;20;1;4;0;0
2644;31;100;4;3;3;3
2645;53;20;3;4;1;1
2646;42;250;4;3;3;3
2647;53;10;1;3;1;1
2648;29;200;4;3;3;3
2649;39;0;1;4;0;0
2650;49;200;4;4;3;3
2651;41;150;4;3;3;3
2652;32;400;4;3;3;3
2653;57;0;1;4;0;0
2654;51;40;3;4;1;2
2655;32;6;3;4;1;2
2656;33;0;1;4;0;0
2657;51;0;1;4;0;0
2658;45;0;1;4;0;0
2659;39;5;2;3;1;1
2660;33;20;1;4;0;0
2661;40;20;1;4;0;0
2662;36;20;1;4;0;0
2663;28;0;1;4;0;0
2664;39;0;1;4;0;0
2665;58;2;3;4;1;1
2666;26;0;2;4;0;1
2667;47;200;4;3;3;3
2668;47;0;2;4;0;0
2669;29;0;1;4;0;0
2670;17;20;1;3;0;0
2671;37;20;1;3;0;0
2672;60;150;1;2;0;0
2673;41;0;1;3;0;0
2674;34;100;4;3;3;3
2675;15;0;1;4;0;0
2676;17;60;4;3;3;3
2677;54;8;3;2;0;1
2678;39;200;4;3;3;3
2679;56;250;4;3;3;3
2680;43;350;4;3;3;3
2681;30;0;3;4;0;0
2682;54;0;4;4;2;0
2683;35;10;3;4;0;2
2684;18;0;1;4;0;0
2685;41;25;1;3;1;1
2686;38;0;1;3;0;0
2687;21;20;1;3;0;0
2688;37;0;1;4;0;0
2689;46;10;1;4;0;0
2690;48;30;1;4;0;0
2691;63;20;4;4;2;2
2692;28;20;1;3;0;0
2693;34;100;4;3;3;3
2694;61;40;4;3;3;3
2695;29;1;2;4;0;0
2696;28;0;1;4;0;0
2697;35;0;1;3;0;0
2698;24;50;3;4;1;0
2699;32;10;3;3;1;1
2700;32;20;1;4;0;1
2701;60;1;4;4;2;1
2702;19;0;1;4;0;0
2703;50;10;2;4;0;0
2704;38;3;2;3;0;1
2705;50;20;1;4;0;0
2706;25;20;1;3;0;0
2707;39;200;4;3;3;3
2708;27;12;3;4;0;0
2709;67;0;1;3;0;0
2710;45;30;2;4;0;0
2711;33;18;2;2;0;0
2712;56;0;3;3;0;0
2713;23;0;1;4;0;0
2714;30;1;2;4;0;0
2715;56;300;4;3;3;3
2716;51;400;4;3;3;3
2717;25;0;1;4;0;0
2718;64;6;4;4;2;2
2719;17;1;1;4;0;0
2720;40;0;1;4;0;0
2721;64;0;1;4;0;0
2722;42;30;1;3;0;0
2723;59;0;1;4;0;0
2724;39;20;1;4;0;0
2725;25;20;1;4;0;0
2726;31;20;1;3;0;1
2727;19;0;1;4;0;0
2728;63;0;1;3;0;0
2729;43;1;2;4;0;1
2730;41;300;4;3;3;3
2731;37;35;2;3;0;0
2732;49;0;1;4;0;0
2733;55;20;1;4;0;0
2734;67;115;4;3;3;3
2735;59;20;1;3;0;0
2736;25;10;1;4;0;0
2737;53;250;3;3;3;0
2738;39;200;4;3;3;3
2739;39;200;4;3;3;3
2740;14;0;1;4;0;0
2741;18;0;4;4;0;0
2742;33;13;3;4;1;1
2743;28;0;1;3;0;0
2744;25;0;1;4;0;0
2745;61;20;1;4;0;0
2746;43;0;1;4;0;0
2747;29;0;1;3;0;0
2748;73;100;4;3;2;3
2749;40;200;4;3;3;3
2750;34;20;1;3;0;0
2751;41;100;4;3;3;3
2752;51;250;4;3;3;3
2753;38;150;4;3;3;3
2754;47;200;4;3;3;2
2755;50;80;4;3;3;3
2756;45;0;4;4;1;2
2757;35;0;1;4;0;0
2758;23;20;2;4;0;0
2759;39;0;1;4;0;0
2760;57;0;4;3;2;1
2761;33;0;1;4;0;0
2762;32;20;3;4;1;1
2763;41;0;2;4;0;0
2764;32;3;1;2;0;0
2765;33;150;1;4;0;0
2766;23;0;1;4;0;0
2767;25;0;1;4;0;0
2768;40;500;4;3;3;3
2769;60;20;1;4;0;0
2770;46;0;1;4;0;0
2771;49;20;1;2;1;2
2772;34;1;1;4;0;0
2773;58;0;1;4;0;0
2774;56;40;4;3;1;1
2775;51;0;1;4;0;0
2776;31;120;4;3;3;3
2777;37;20;2;4;0;1
2778;67;0;1;4;0;1
2779;23;20;1;3;0;1
2780;43;0;1;4;0;0
2781;51;20;4;3;3;3
2782;60;120;4;3;3;3
2783;62;40;1;3;1;2
2784;29;20;1;2;0;0
2785;49;20;1;4;0;0
2786;40;20;1;4;0;0
2787;24;20;1;4;0;0
2788;24;20;1;3;0;0
2789;34;0;1;2;0;0
2790;42;0;1;4;0;0
2791;17;70;2;3;2;2
2792;30;20;1;3;0;0
